COD_RESERVATORIO_VOL;CODIGO_USINA_RESTRICAO;TIPO_REST;MES;VOL_MIN;VOL_MAX;LIM_MIN;LIM_MAX;PERIOD;LEGENDA_FAIXA
025;046;QDEF;12;00.00;30.00;3900;-;S;Restricao
025;046;QDEF;01;00.00;30.00;3900;-;S;Restricao
025;046;QDEF;02;00.00;30.00;3900;-;S;Restricao
025;046;QDEF;03;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;04;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;05;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;06;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;07;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;08;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;09;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;10;00.00;30.00;2900;-;S;Restricao
025;046;QDEF;11;30.00;100.00;3900;-;S;Normal
025;046;QDEF;12;30.00;100.00;3900;-;S;Normal
025;046;QDEF;01;30.00;100.00;3900;-;S;Normal
025;046;QDEF;02;30.00;100.00;3900;-;S;Normal
025;046;QDEF;03;30.00;100.00;3200;-;S;Normal
025;046;QDEF;04;30.00;100.00;3200;-;S;Normal
025;046;QDEF;05;30.00;100.00;3200;-;S;Normal
025;046;QDEF;06;30.00;100.00;3200;-;S;Normal
025;046;QDEF;07;30.00;100.00;3200;-;S;Normal
025;046;QDEF;08;30.00;100.00;3200;-;S;Normal
025;046;QDEF;09;30.00;100.00;3200;-;S;Normal
025;046;QDEF;10;30.00;100.00;3200;-;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 1
061;061;QDEF;1;00.00;15.00;-;300;S;Restricao
061;061;QDEF;1;15.00;20.00;-;730;S;Alerta
061;061;QDEF;1;20.00;40.00;-;990;S;Atencao
061;061;QDEF;1;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 2
061;061;QDEF;2;00.00;15.00;-;300;S;Restricao
061;061;QDEF;2;15.00;20.00;-;730;S;Alerta
061;061;QDEF;2;20.00;40.00;-;990;S;Atencao
061;061;QDEF;2;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 3
061;061;QDEF;3;00.00;15.00;-;300;S;Restricao
061;061;QDEF;3;15.00;20.00;-;730;S;Alerta
061;061;QDEF;3;20.00;40.00;-;990;S;Atencao
061;061;QDEF;3;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 4
061;061;QDEF;4;00.00;15.00;-;300;S;Restricao
061;061;QDEF;4;15.00;20.00;-;730;S;Alerta
061;061;QDEF;4;20.00;40.00;-;990;S;Atencao
061;061;QDEF;4;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 5
061;061;QDEF;5;00.00;15.00;-;300;S;Restricao
061;061;QDEF;5;15.00;20.00;-;730;S;Alerta
061;061;QDEF;5;20.00;40.00;-;990;S;Atencao
061;061;QDEF;5;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 6
061;061;QDEF;6;00.00;15.00;-;300;S;Restricao
061;061;QDEF;6;15.00;20.00;-;730;S;Alerta
061;061;QDEF;6;20.00;40.00;-;990;S;Atencao
061;061;QDEF;6;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 7
061;061;QDEF;7;00.00;15.00;-;300;S;Restricao
061;061;QDEF;7;15.00;20.00;-;730;S;Alerta
061;061;QDEF;7;20.00;40.00;-;990;S;Atencao
061;061;QDEF;7;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 8
061;061;QDEF;8;00.00;15.00;-;300;S;Restricao
061;061;QDEF;8;15.00;20.00;-;730;S;Alerta
061;061;QDEF;8;20.00;40.00;-;990;S;Atencao
061;061;QDEF;8;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 9
061;061;QDEF;9;00.00;15.00;-;300;S;Restricao
061;061;QDEF;9;15.00;20.00;-;730;S;Alerta
061;061;QDEF;9;20.00;40.00;-;990;S;Atencao
061;061;QDEF;9;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 10
061;061;QDEF;10;00.00;15.00;-;300;S;Restricao
061;061;QDEF;10;15.00;20.00;-;730;S;Alerta
061;061;QDEF;10;20.00;40.00;-;990;S;Atencao
061;061;QDEF;10;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 11
061;061;QDEF;11;00.00;15.00;-;300;S;Restricao
061;061;QDEF;11;15.00;20.00;-;730;S;Alerta
061;061;QDEF;11;20.00;40.00;-;990;S;Atencao
061;061;QDEF;11;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Capivara - mes 12
061;061;QDEF;12;00.00;15.00;-;300;S;Restricao
061;061;QDEF;12;15.00;20.00;-;730;S;Alerta
061;061;QDEF;12;20.00;40.00;-;990;S;Atencao
061;061;QDEF;12;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 1
049;049;QDEF;1;00.00;20.00;-;103;S;Restricao
049;049;QDEF;1;20.00;30.00;-;161;S;Alerta
049;049;QDEF;1;30.00;40.00;-;322;S;Atencao
049;049;QDEF;1;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 2
049;049;QDEF;2;00.00;20.00;-;103;S;Restricao
049;049;QDEF;2;20.00;30.00;-;161;S;Alerta
049;049;QDEF;2;30.00;40.00;-;322;S;Atencao
049;049;QDEF;2;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 3
049;049;QDEF;3;00.00;20.00;-;103;S;Restricao
049;049;QDEF;3;20.00;30.00;-;161;S;Alerta
049;049;QDEF;3;30.00;40.00;-;322;S;Atencao
049;049;QDEF;3;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 4
049;049;QDEF;4;00.00;20.00;-;103;S;Restricao
049;049;QDEF;4;20.00;30.00;-;161;S;Alerta
049;049;QDEF;4;30.00;40.00;-;322;S;Atencao
049;049;QDEF;4;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 5
049;049;QDEF;5;00.00;20.00;-;103;S;Restricao
049;049;QDEF;5;20.00;30.00;-;161;S;Alerta
049;049;QDEF;5;30.00;40.00;-;322;S;Atencao
049;049;QDEF;5;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 6
049;049;QDEF;6;00.00;20.00;-;103;S;Restricao
049;049;QDEF;6;20.00;30.00;-;161;S;Alerta
049;049;QDEF;6;30.00;40.00;-;322;S;Atencao
049;049;QDEF;6;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 7
049;049;QDEF;7;00.00;20.00;-;103;S;Restricao
049;049;QDEF;7;20.00;30.00;-;161;S;Alerta
049;049;QDEF;7;30.00;40.00;-;322;S;Atencao
049;049;QDEF;7;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 8
049;049;QDEF;8;00.00;20.00;-;103;S;Restricao
049;049;QDEF;8;20.00;30.00;-;161;S;Alerta
049;049;QDEF;8;30.00;40.00;-;322;S;Atencao
049;049;QDEF;8;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 9
049;049;QDEF;9;00.00;20.00;-;103;S;Restricao
049;049;QDEF;9;20.00;30.00;-;161;S;Alerta
049;049;QDEF;9;30.00;40.00;-;322;S;Atencao
049;049;QDEF;9;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 10
049;049;QDEF;10;00.00;20.00;-;103;S;Restricao
049;049;QDEF;10;20.00;30.00;-;161;S;Alerta
049;049;QDEF;10;30.00;40.00;-;322;S;Atencao
049;049;QDEF;10;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 11
049;049;QDEF;11;00.00;20.00;-;103;S;Restricao
049;049;QDEF;11;20.00;30.00;-;161;S;Alerta
049;049;QDEF;11;30.00;40.00;-;322;S;Atencao
049;049;QDEF;11;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Chavantes - mes 12
049;049;QDEF;12;00.00;20.00;-;103;S;Restricao
049;049;QDEF;12;20.00;30.00;-;161;S;Alerta
049;049;QDEF;12;30.00;40.00;-;322;S;Atencao
049;049;QDEF;12;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 1
047;047;QDEF;1;00.00;25.00;-;90;S;Restricao
047;047;QDEF;1;25.00;30.00;-;147;S;Alerta
047;047;QDEF;1;30.00;40.00;-;182;S;Atencao
047;047;QDEF;1;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 2
047;047;QDEF;2;00.00;25.00;-;90;S;Restricao
047;047;QDEF;2;25.00;30.00;-;147;S;Alerta
047;047;QDEF;2;30.00;40.00;-;182;S;Atencao
047;047;QDEF;2;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 3
047;047;QDEF;3;00.00;25.00;-;90;S;Restricao
047;047;QDEF;3;25.00;30.00;-;147;S;Alerta
047;047;QDEF;3;30.00;40.00;-;182;S;Atencao
047;047;QDEF;3;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 4
047;047;QDEF;4;00.00;25.00;-;90;S;Restricao
047;047;QDEF;4;25.00;30.00;-;147;S;Alerta
047;047;QDEF;4;30.00;40.00;-;182;S;Atencao
047;047;QDEF;4;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 5
047;047;QDEF;5;00.00;25.00;-;90;S;Restricao
047;047;QDEF;5;25.00;30.00;-;147;S;Alerta
047;047;QDEF;5;30.00;40.00;-;182;S;Atencao
047;047;QDEF;5;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 6
047;047;QDEF;6;00.00;25.00;-;90;S;Restricao
047;047;QDEF;6;25.00;30.00;-;147;S;Alerta
047;047;QDEF;6;30.00;40.00;-;182;S;Atencao
047;047;QDEF;6;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 7
047;047;QDEF;7;00.00;25.00;-;90;S;Restricao
047;047;QDEF;7;25.00;30.00;-;147;S;Alerta
047;047;QDEF;7;30.00;40.00;-;182;S;Atencao
047;047;QDEF;7;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 8
047;047;QDEF;8;00.00;25.00;-;90;S;Restricao
047;047;QDEF;8;25.00;30.00;-;147;S;Alerta
047;047;QDEF;8;30.00;40.00;-;182;S;Atencao
047;047;QDEF;8;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 9
047;047;QDEF;9;00.00;25.00;-;90;S;Restricao
047;047;QDEF;9;25.00;30.00;-;147;S;Alerta
047;047;QDEF;9;30.00;40.00;-;182;S;Atencao
047;047;QDEF;9;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 10
047;047;QDEF;10;00.00;25.00;-;90;S;Restricao
047;047;QDEF;10;25.00;30.00;-;147;S;Alerta
047;047;QDEF;10;30.00;40.00;-;182;S;Atencao
047;047;QDEF;10;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 11
047;047;QDEF;11;00.00;25.00;-;90;S;Restricao
047;047;QDEF;11;25.00;30.00;-;147;S;Alerta
047;047;QDEF;11;30.00;40.00;-;182;S;Atencao
047;047;QDEF;11;40.00;100.0;-;99999;S;Normal
& Proposta Res ANA paranapanema - Jurumirim - mes 12
047;047;QDEF;12;00.00;25.00;-;90;S;Restricao
047;047;QDEF;12;25.00;30.00;-;147;S;Alerta
047;047;QDEF;12;30.00;40.00;-;182;S;Atencao
047;047;QDEF;12;40.00;100.0;-;99999;S;Normal
